id;latitude;longitude;geometry;name;cuisine;operator;street;city;postcode;housenumber;phone;email;website;type
269358764;46.2238841;11.3123512;POINT (11.3123512 46.2238841);Linard;;;;;;;;;;bar
269358770;46.2620421;11.3546478;POINT (11.3546478 46.2620421);Pizzeria 4 Venti;;;;;;;;;;restaurant
269512908;46.0707264;11.1246538;POINT (11.1246538 46.0707264);Pizzeria Primavera;pizza;;Via del Suffragio;Trento;38122;92;+39 0461 239840;;;restaurant
270160758;46.0669742;11.138757;POINT (11.138757 46.0669742);Unnamed;;;;;;;;;;fast_food
270673832;45.8824817;10.8457672;POINT (10.8457672 45.8824817);Punta Lido Caffè;;;;;;;;;;cafe
271009437;45.9120449;10.8365826;POINT (10.8365826 45.9120449);Ristorante alle Foci da Rita;regional;;;;;;;;;restaurant
274232823;46.0731019;11.1623863;POINT (11.1623863 46.0731019);Oltrebar;;;;;;;;;;bar
274303880;46.2864764;11.4641409;POINT (11.4641409 46.2864764);Pub SottoZero;;;;;;;;;;pub
276923561;46.1339585;11.2571178;POINT (11.2571178 46.1339585);New Lido - Ristorante Pinseria;;;;;;;;;;restaurant
277695052;46.0865776;11.2033038;POINT (11.2033038 46.0865776);Bar;;;;;;;;;;cafe
277697218;46.0848853;11.2100564;POINT (11.2100564 46.0848853);"Pizzeria ""Belvedere""";pizza;;;;;;;;;cafe
279462366;46.0662262;11.156039;POINT (11.156039 46.0662262);Open;;;;;;;;;;cafe
281297047;45.8739654;10.8665641;POINT (10.8665641 45.8739654);Bar alle Foci del Sarca;;;;;;;;;;cafe
281299831;45.8698926;10.8756521;POINT (10.8756521 45.8698926);Wind's Bar;;;Via Giacomo Matteotti;;38069;9;+39 0464 505232;;http://www.windsbar.com;pub
281692703;46.272539;11.4638938;POINT (11.4638938 46.272539);Malga Salanzada;regional;;;;;;;;;restaurant
285976123;46.1360828;11.3065372;POINT (11.3065372 46.1360828);Malga Cambroncoi;regional;;;;;;;;;restaurant
288938675;46.0647594;11.1504525;POINT (11.1504525 46.0647594);Pizzeria OroStube;pizza;;Via Sommarive;Trento;38123;10;+39 0461 816073;;https://orostube.it/;restaurant
289227941;46.0663277;11.155068;POINT (11.155068 46.0663277);Pizza Rio;pizza;Andreatta Cristian;Via della Resistenza;Trento;38123;9a;;;;fast_food
290998952;46.1929312;11.1566275;POINT (11.1566275 46.1929312);Agriturismo Ai molini;regional;;;;;;+39 0461 651088;;http://www.agrituraimolini.it/;restaurant
292021580;46.0753126;11.1378543;POINT (11.1378543 46.0753126);Pizzeria Quattro Stagioni;pizza;Ristoranti Trentini Associati srl;Via San Vito;Trento;38121;36;+39 0461 987031;;;restaurant
292258759;46.3381184;11.0633214;POINT (11.0633214 46.3381184);Victor;"pizza;regional;italian";;;;;;;;;restaurant
293118681;46.0237498;10.9833755;POINT (10.9833755 46.0237498);Bar PIazzetta;;;Piazza Alcide Degasperi;;;13;;;;cafe
293618246;46.0719284;11.2367012;POINT (11.2367012 46.0719284);Bar al Ponte;;;;;;;;;;cafe
293652175;46.0617389;11.2376065;POINT (11.2376065 46.0617389);Bar Alba;;;;;;;;;;cafe
293866039;46.060124;11.237059;POINT (11.237059 46.060124);Turismo;;;;;;;;;;restaurant
293869753;46.0604432;11.2403082;POINT (11.2403082 46.0604432);Bar Gelateria Alexander;;;;;;;;;;cafe
293869757;46.0601877;11.2404122;POINT (11.2404122 46.0601877);Osteria la vecchia Europa;;;;;;;;;;cafe
293870953;46.0603745;11.2420073;POINT (11.2420073 46.0603745);Unnamed;;;;;;;;;;pub
293870954;46.0584071;11.2400496;POINT (11.2400496 46.0584071);La Vecchia Pergine;pizza;;;;;;;;;pub
298086065;46.0891148;11.1312588;POINT (11.1312588 46.0891148);Unnamed;;;;;;;;;;cafe
298086066;46.0939699;11.1305891;POINT (11.1305891 46.0939699);Ristorante Ai Canopi;"indian;pizza;regional";New Delhi S.N.C.;Via ai Bolleri;Martignano;38121;12/6;+39 461 823663;ai.canopi@yahoo.it;https://www.ristorantiindianitrento.com/;restaurant
299263451;45.9077224;10.8409924;POINT (10.8409924 45.9077224);Caffè alla piazza;;;Piazza Cavour;Riva del Garda;38066;3;;;;cafe
299801308;45.8975846;10.8449852;POINT (10.8449852 45.8975846);Food & Drink Bar - Centro Sportivo Malossini;;;Via delle Ginestre;Riva del Garda;38066;3;+39 366 284 8016;;;cafe
299927723;46.1158602;10.8085216;POINT (10.8085216 46.1158602);Rifugio Ghedina;;;;;38070;;+39 0465 321808;;https://www.trentinorifugi.com/index.php?bsclef=schede_rifugi&ex=html&viewnews=ok&ln=it&id=76&catid=6;restaurant
301799493;46.1248315;10.7558523;POINT (10.7558523 46.1248315);Bicigrill Crosetta;;;;;;;;;;cafe
301805267;46.1187425;10.752345;POINT (10.752345 46.1187425);Bar Marvi;;;;;;;;;;cafe
301863216;46.018774;10.9410165;POINT (10.9410165 46.018774);New Entry;;;;;;;;;;cafe
302730973;46.2178798;11.1531916;POINT (11.1531916 46.2178798);Cadino;"fish;pizza;regional";Malpaga E. & C. S.N.C.;Località Cadino;;;2;+39 0461 650136;;;restaurant
303781638;46.316382;11.5988409;POINT (11.5988409 46.316382);Poldo Pub;;;;;;;;;;pub
303821900;45.9006962;10.8693286;POINT (10.8693286 45.9006962);Unnamed;;;;;;;;;;cafe
303822584;46.3130928;11.6011867;POINT (11.6011867 46.3130928);Scarabelin;;;;;;;;;;bar
303825097;46.3117416;11.5994554;POINT (11.5994554 46.3117416);Unnamed;;;;;;;;;;bar
303826366;46.3117817;11.6019811;POINT (11.6019811 46.3117817);Caffè Predazzo;;;;;;;;;;bar
303826370;46.3093023;11.6013606;POINT (11.6013606 46.3093023);Pizzeria Millenium;pizza;;;;;;;;;restaurant
303826374;46.3102985;11.6021108;POINT (11.6021108 46.3102985);PizzaTime;;;;;;;;;;fast_food
303828159;46.310868;11.6019299;POINT (11.6019299 46.310868);Caorer;;;;;;;;;;bar
303828168;46.3109084;11.602838;POINT (11.602838 46.3109084);Pizzeria L'arcade;"austrian;beef_bowl;fine_dining;pizza";;;;;;;;;restaurant
303832073;46.3139024;11.5995676;POINT (11.5995676 46.3139024);Unnamed;;;;;;;;;;pub
303832096;46.3065591;11.5985512;POINT (11.5985512 46.3065591);Majestic;;;;;;;+390462501997;;https://www.ristorantemajestic.it/;restaurant
303850136;46.1937066;11.1327878;POINT (11.1327878 46.1937066);L'aquila nera;;Calliari Carmen;;;;2;+39 0461 650422;;;bar
304049307;46.3000019;11.5992861;POINT (11.5992861 46.3000019);Bar Loze;;;;;;;;;;bar
304632628;46.2320688;10.8274323;POINT (10.8274323 46.2320688);Pizzeria Ristorante Belvedere;;;;;;;+39 0465 440396;;https://campigliobelvedere.wixsite.com/belvedere;restaurant
304632785;46.2319049;10.8258796;POINT (10.8258796 46.2319049);Arnica;;;;;;;;;;cafe
304632837;46.2325953;10.8254299;POINT (10.8254299 46.2325953);Ristorante Pizzeria Le Roi;;;;;;;;;;restaurant
305506283;46.4202107;11.6737469;POINT (11.6737469 46.4202107);Bar Ladin;;;;;;;;;;bar
305506310;46.4202886;11.6756878;POINT (11.6756878 46.4202886);Bar Mirella;;;;;;;;;;bar
307458936;46.3520863;11.6313406;POINT (11.6313406 46.3520863);Bar Giardino;;;;;;;;;;bar
312161357;45.8691461;10.8763072;POINT (10.8763072 45.8691461);Pizzeria Kebab Family;;;Lungolago Conca d'Oro;Nago-Torbole;38069;1;+39 0464 875170;;;fast_food
317526677;45.9886994;11.3006401;POINT (11.3006401 45.9886994);Paoli Hotel - Antica Trattoria alla Vedova;;;;;;;;;;restaurant
317916380;46.0625425;11.2428875;POINT (11.2428875 46.0625425);Bar Commercio;;;;;;;;;;cafe
319912435;46.0767805;11.0022348;POINT (11.0022348 46.0767805);Snack Bar al Bersaglio;;;Via Ronch;;38070;12;+39 0461 864906;;;cafe
319917018;46.1121336;11.0470198;POINT (11.0470198 46.1121336);Agritur Le Vallene;regional;;;;;;;;;restaurant
322895287;46.2825141;11.5229928;POINT (11.5229928 46.2825141);La Trattoria;;;;;;;;;;restaurant
324160740;45.9030479;10.8604296;POINT (10.8604296 45.9030479);Pronto Pizza;pizza;;Località San Tomaso;;38066;47;+39 333 4855804;;;fast_food
333696251;46.4078686;10.811127;POINT (10.811127 46.4078686);Caffè Posta;;;;;;;;;;cafe
333783337;46.3149326;10.8125093;POINT (10.8125093 46.3149326);Al cervo;regional;;;;;;;;;restaurant
333785006;46.3012316;10.8100621;POINT (10.8100621 46.3012316);International;;;;;;;;;;cafe
333786122;46.3004718;10.8098839;POINT (10.8098839 46.3004718);Bar Paninoteca Centro Scuola di Sci;;;;;;;;;;cafe
333790690;46.3269171;10.8725986;POINT (10.8725986 46.3269171);Snoopy;;;;;;;;;;cafe
333791073;46.3253644;10.8747346;POINT (10.8747346 46.3253644);Pasticceria;;;;;;;;;;cafe
333791569;46.230922;10.8265841;POINT (10.8265841 46.230922);La Cantina di Suisse;regional;;;;;;;;;restaurant
333791574;46.2295525;10.8268076;POINT (10.8268076 46.2295525);Caffé Maturi;;;;;;;;;;cafe
334787448;46.3824461;10.9721387;POINT (10.9721387 46.3824461);Al Pescatore;regional;;;;;;;;;restaurant
335596730;46.3525109;10.9126505;POINT (10.9126505 46.3525109);El Barba;regional;;;;;;;;;restaurant
335691573;46.4884219;11.8108642;POINT (11.8108642 46.4884219);Bar Funivia;;;Strada Statale 48 delle Dolomiti;;;19;;;;cafe
341091742;46.2155184;11.0870302;POINT (11.0870302 46.2155184);Osteria Al Travaion;;;;;;;;;;restaurant
347042460;45.9108129;10.8723379;POINT (10.8723379 45.9108129);Dna Cafè;;;Via Santa Caterina;Arco;38062;74b;+39 0464 519551;;https://www.dnacafe.it/;cafe
355968440;46.1891991;11.1287253;POINT (11.1287253 46.1891991);Capriccio;"pizza;regional";Corazza Barbara, Mauro & C.;Via Don A. Tamanini;San Michele all'Adige;38098;47;+39 0461 650699;;;restaurant
363578299;46.3426856;11.1276835;POINT (11.1276835 46.3426856);Pizzeria Credai;pizza;;;;;;;;;restaurant
363579455;46.364743;11.1000197;POINT (11.1000197 46.364743);Agritur Agostini;;;;;;;;;;restaurant
365499674;46.0882875;11.1211946;POINT (11.1211946 46.0882875);NoFormat;pizza;;Via dei Solteri;Trento;38121;39/9;+39 0461 829523;;https://pizzerianoformat.it/;restaurant
365499676;46.0872317;11.1213588;POINT (11.1213588 46.0872317);Caffè al Parco;;Framar S.A.S.;Via dei Solteri;Trento;38121;36;+39 0461 820701;;;cafe
367891658;45.9504653;11.2633815;POINT (11.2633815 45.9504653);Bar Belem;;;;;;;;;;bar
367891752;45.9397116;11.2694047;POINT (11.2694047 45.9397116);Caffè del Centro;;;;;;;;;;cafe
367891767;45.9403338;11.2721518;POINT (11.2721518 45.9403338);Bismarck Pub;;;;;;;;;;pub
369568235;45.9256591;10.8322504;POINT (10.8322504 45.9256591);Agritur Calvola;regional;Bruno Santoni;Via Villa Calvola;;38060;62;+39 348 5502645;;http://www.agriturcalvola.it/;restaurant
388930801;46.3001554;11.4475121;POINT (11.4475121 46.3001554);La Lanterna;pizza;;;;;;;;;restaurant
388981198;46.2965692;11.4994485;POINT (11.4994485 46.2965692);Agritur Zanon;regional;;;;;;;;;restaurant
393414342;45.7800394;10.9442018;POINT (10.9442018 45.7800394);Unnamed;;;;;;;;;;restaurant
409512993;45.8846684;10.8358707;POINT (10.8358707 45.8846684);Bar Belvedere;;;;;38066;;;;;bar
414988154;46.3515584;10.6939322;POINT (10.6939322 46.3515584);Al filo;;;Via Roma;;;29;;;;pub
415504641;46.3256919;10.8611651;POINT (10.8611651 46.3256919);Dolomiti;"pizza;regional";;;;;;;;http://www.ristorantedolomiti.it;restaurant
416983481;46.1231693;11.2595873;POINT (11.2595873 46.1231693);Al Mas;"regional;italian;steak_house";;;;;;+39 0461 557540;;;restaurant
417409264;45.890071;11.0439476;POINT (11.0439476 45.890071);Caffè Bontadi;;;Piazza Cesare Battisti;Rovereto;38068;14;;;;cafe
417409269;45.8903566;11.043829;POINT (11.043829 45.8903566);Unnamed;;;Via Orefici;Rovereto;38068;6;;;;restaurant
417409275;45.8888367;11.0435761;POINT (11.0435761 45.8888367);Kebab;kebab;;;;;;;;;fast_food
417409352;45.893233;11.0437764;POINT (11.0437764 45.893233);Bar Teatro;;;;;;;;;;bar
417675381;46.0471016;11.2333835;POINT (11.2333835 46.0471016);Angi;italian;;Via dell'Angi;Pergine Valsugana;38057;61;;;;restaurant
417707845;46.058526;11.2141223;POINT (11.2141223 46.058526);Birreria Rosa Nera;;;;;;;;;;pub
417856704;45.8751426;11.0335673;POINT (11.0335673 45.8751426);Pizzeria Botti;pizza;;Corso Verona;Rovereto;38068;76;0464 432521;;https://www.pizzeriabotti.it/;restaurant
419006406;46.0802374;11.2758124;POINT (11.2758124 46.0802374);Al Sole;;;;;;;;;;bar
427836296;46.0516786;11.1439074;POINT (11.1439074 46.0516786);Terzo Tempo;;;;;;;;;;bar
427941701;46.0579685;11.1325256;POINT (11.1325256 46.0579685);Blu Bar;;;Largo Medaglie d'Oro;Trento;38122;;;;;cafe
427963784;46.0467834;11.13082;POINT (11.13082 46.0467834);Unnamed;;;;;;;;;;cafe
427963787;46.044405;11.1308029;POINT (11.1308029 46.044405);Caffè ENI;;;Viale Verona;Trento;38123;210;;;;cafe
427963797;46.0445367;11.1288494;POINT (11.1288494 46.0445367);Mordi e Fuggi;;;Centro direzionale Trento Sud;Trento;38123;8;;;;cafe
428313987;46.0527036;11.1245503;POINT (11.1245503 46.0527036);Bar Cadorin;;;;;;;;;;bar
428313991;46.0515335;11.1234223;POINT (11.1234223 46.0515335);Bar Centauro;;;;;;;;;;bar
428313992;46.0486811;11.1264589;POINT (11.1264589 46.0486811);Unnamed;;;Via Alcide De Gasperi;Trento;38123;51;;;;bar
428639276;46.0475076;11.1261306;POINT (11.1261306 46.0475076);Niky's;;;Via Enrico Fermi;Trento;38123;7;+39 0461 390828;info@nikys.it;https://www.nikys.it/;restaurant
428644278;46.0559897;11.1314758;POINT (11.1314758 46.0559897);Loto 1997;italian;LOTO s.r.l.;Via Gocciadoro;Trento;38122;62;+39 0461 1863052;;https://www.lototrento.it/;restaurant
428817942;45.9742277;11.2446893;POINT (11.2446893 45.9742277);Speckstube;;;;;;;;;;restaurant
430531035;46.0563197;11.1287617;POINT (11.1287617 46.0563197);Blue Sax;pizza;MAGA S.R.L.;Viale Verona;Trento;38123;73;+39 0461 910076;;;restaurant
430543937;46.0067576;11.1285775;POINT (11.1285775 46.0067576);"Bar Pasticceria ""Dolce Cuore""";;;Piazza Perini Quintilio;Trento;38123;14;+39 0461 946271;;;cafe
430548245;45.9956301;11.2149231;POINT (11.2149231 45.9956301);Cafè Nol;;;;;;;;;;pub
430669783;46.0684026;11.1214187;POINT (11.1214187 46.0684026);Dolce vita;;;Via Rodolfo Belenzani;Trento;38122;33/1;;;;cafe
430673952;46.0689296;11.1190618;POINT (11.1190618 46.0689296);Bar Picaro;;;Via San Giovanni;Trento;38122;36/2;;;;pub
430673959;46.0690767;11.118671;POINT (11.118671 46.0690767);Sapori d'Asia;chinese;Nuova Asia SAS Xie Bingchu & C.;Via della Prepositura;Trento;38122;15;;;;restaurant
430675311;46.0696196;11.1199679;POINT (11.1199679 46.0696196);"""New Friends"" Kebab";kebab;;Via Andrea Pozzo;Trento;38122;13;;;;fast_food
430690364;46.0695701;11.1237585;POINT (11.1237585 46.0695701);Caffè Città;;B&B Caffè Città S.N.C.;Piazza Cesare Battisti;Trento;38122;10;+39 0461 230265;;;bar
430690365;46.0699127;11.1243109;POINT (11.1243109 46.0699127);Caffè Excelsior;biscuit;Giupponi Daniela;Via Giannantonio Manci;Trento;38122;86;+39 0461 261304;caffeexcelsior@gmail.com;;cafe
431475183;46.0406051;11.1329032;POINT (11.1329032 46.0406051);La Terrazza;"indian;italian;pizza";;Piazzale Europa;Trento;38123;16;+39 0461 390060;;;restaurant
431618062;46.0774234;11.1198401;POINT (11.1198401 46.0774234);Bar Zinzorla;;;;;;;;;;bar
431618063;46.0773477;11.120283;POINT (11.120283 46.0773477);Pasticceria Bar Mazzoleni;;;Via Antonio Stoppani;Trento;38121;29;;;;cafe
431622342;46.0769884;11.118133;POINT (11.118133 46.0769884);Bar Cristallo;;;Via Fratelli Fontana;Trento TN;38122;30;+39 0461830732;;;bar
431622343;46.0790436;11.1167349;POINT (11.1167349 46.0790436);Bar Rosy;;;Via Giovanni Pedrotti;Trento;38122;10;;;;bar
431632342;46.0697032;11.115753;POINT (11.115753 46.0697032);Bar Funivia 2.0;;;Lungadige Monte Grappa;Trento;38121;1;;;;bar
431632344;46.0702941;11.1164027;POINT (11.1164027 46.0702941);ENI;;;;;;;;;;cafe
431648974;46.0663738;11.1147776;POINT (11.1147776 46.0663738);lépoque;;;Via Roberto da Sanseverino;Trento;38122;27;;;;bar
431648975;46.064995;11.1141049;POINT (11.1141049 46.064995);Sapori Mediterranei;"fish;pizza;barbecue";;Via Roberto da Sanseverino;Trento;38123;39/4;+39 0461 984360;sapori.mediterranei@hotmail.it;;restaurant
431658690;46.0665687;11.1171685;POINT (11.1171685 46.0665687);Pizzeria da Albert;pizza;;Via Giuseppe Verdi;Trento;38122;15b;+39 0461 231712;;;restaurant
431658693;46.0651062;11.1174849;POINT (11.1174849 46.0651062);Burger Fucktory;pizza;;Via Bernardino Bomporto;Trento;38122;2;;;https://www.burgerfucktory.com/;restaurant
431658702;46.0661201;11.1189879;POINT (11.1189879 46.0661201);Bar da Giorgio;;;Via Antonio Rosmini;Trento;38122;56;;;https://www.facebook.com/BarDaGiorgioTrento;bar
431658706;46.0658461;11.1194973;POINT (11.1194973 46.0658461);Università;;;;;;;;;;bar
431658709;46.0657418;11.121244;POINT (11.121244 46.0657418);Pizzeria Tetley's;pizza;Irma S.A.S. & C.;Via degli Orti;Trento;38122;1;+39 0461 233477;info@tetleyspub.it;https://www.tetleyspub.it/;restaurant
431658713;46.0655854;11.1222669;POINT (11.1222669 46.0655854);Orso Grigio;"italian;regional";;Via degli Orti;Trento;38122;19;+39 0461 984400;info@orsogrigiotrento.com;http://www.orsogrigiotrento.com/;restaurant
432111591;46.0572431;11.1181283;POINT (11.1181283 46.0572431);Bar Prati;;Jiang Kongbo;Via dei Muredei;Trento;38122;4;;;;bar
432464291;46.0589998;11.1250541;POINT (11.1250541 46.0589998);Bar Florida;;;Via Vittorio Veneto;Trento;38122;134;+39 0461 913258;;;bar
432464294;46.0597116;11.1256286;POINT (11.1256286 46.0597116);dasQ;;das Q di Karpuzi Shkumbin;Via Vittorio Veneto;Trento;38122;77;;;;bar
432473109;46.0635732;11.1310495;POINT (11.1310495 46.0635732);Ristorante Pizzeria Doc;"pizza;regional;breakfast;coffee_shop;bavarian;italian;italian_pizza;local;german;friture;seafood;ice_cream;pasta;chicken;sausage;cake;tea";Santoni Adam;Via Milano;;;148;+39 0461 262022;info@doctrento.it;http://www.doctrento.it;restaurant
432473110;46.0631918;11.131557;POINT (11.131557 46.0631918);Unnamed;;;;;;;;;;bar
432480281;46.0639827;11.1233476;POINT (11.1233476 46.0639827);Tre Portoni;;Danjel Snalla & C.;Via Santa Croce;Trento;38122;48;;;;cafe
432480294;46.0589855;11.1191431;POINT (11.1191431 46.0589855);pausa kaffè;;;Via Giuseppe Giusti;Trento;38122;45;;;;bar
432873025;46.0945843;11.1098303;POINT (11.1098303 46.0945843);Monkey Bar;;;Via Giambattista Unterveger;Trento;38121;100;;;;bar
432987066;46.0377468;11.1053814;POINT (11.1053814 46.0377468);Pizzeria da Mimmo;pizza;;;;;;;;;restaurant
433478402;46.0597773;11.2378459;POINT (11.2378459 46.0597773);Unnamed;;;;;;;;;;cafe
434132756;46.1766399;11.0532357;POINT (11.0532357 46.1766399);Unnamed;;;;;;;;;;pub
434228670;46.0485967;11.145905;POINT (11.145905 46.0485967);Unnamed;;;;;;;;;;bar
434228673;46.048683;11.1458639;POINT (11.1458639 46.048683);Pizzeria d'asporto;pizza;;;;;;;;;fast_food
436621585;46.0829771;11.1993315;POINT (11.1993315 46.0829771);Unnamed;;;;;;;;;;bar
438166682;46.0679096;11.1186296;POINT (11.1186296 46.0679096);Oishy;"ramen;sushi";Wei Zhang;Via Antonio Rosmini;Trento;38122;18;;;;restaurant
438257270;46.0425424;11.1128479;POINT (11.1128479 46.0425424);Bar Agip;;;;;;;;;;cafe
439194215;45.9875898;11.2542408;POINT (11.2542408 45.9875898);Il chiosco di Alice;;;;;;;;;;bar
439723633;45.9693135;11.2326193;POINT (11.2326193 45.9693135);Pizzeria Tre novembre;italian_pizza;;Via Don Carlo Rossi;Altopiano della Vigolana;38049;13;;;;restaurant
439912351;46.0684346;11.1246215;POINT (11.1246215 46.0684346);Assaje;pizza;;Largo Giosuè Carducci;Trento;38122;25;;;https://www.assaje.it/locations/trento/;restaurant
439912454;46.0648607;11.1236736;POINT (11.1236736 46.0648607);Baccus;;;Piazza di Fiera;Trento;38122;11;;;;bar
440503597;46.1976615;11.2032566;POINT (11.2032566 46.1976615);Happy Ranch;;;Località Lago Santo;Cembra;38034;;+39 0461 683518;info@happy-ranch.it;http://www.happy-ranch.com;restaurant
441414833;46.0474674;11.1451618;POINT (11.1451618 46.0474674);Ristorante Bar Pizzeria;"indian;pizza";;;;;;;;;restaurant
441880019;45.8690229;10.874958;POINT (10.874958 45.8690229);La Terrazza;;;Via Benaco;;;24;;;http://www.allaterrazza.com;restaurant
442218340;46.0668061;11.1405959;POINT (11.1405959 46.0668061);"Trattoria ""Al Parol""";italian;;Via Mesiano;Trento;;40;;;;restaurant
442928069;45.8545873;10.9463595;POINT (10.9463595 45.8545873);La Mela;;;;;;;;;;restaurant
443507904;46.0004493;11.2083091;POINT (11.2083091 46.0004493);Bar Manta;;;;;;;;;;bar
444363305;46.0758689;11.2071782;POINT (11.2071782 46.0758689);Bar Agip;;;;;;;;;;bar
445562136;45.8748472;11.033247;POINT (11.033247 45.8748472);Pizzeria Okay;;;;;;;;;;restaurant
450135955;46.1668439;11.105462;POINT (11.105462 46.1668439);La Fenice;;;Via Quattro Novembre;;38097;25;;;;cafe
456830729;46.0780116;11.2780202;POINT (11.2780202 46.0780116);Osteria storica Morelli;;;;;;;;;;restaurant
