id;name;longitude;latitude;geometry
4251488315;Bus dela Spia;11.0264934;46.2256815;POINT (11.0264934 46.2256815)
4351027502;Unnamed;11.5478894;46.1792097;POINT (11.5478894 46.1792097)
4352875568;Unnamed;10.947069;46.171849;POINT (10.947069 46.171849)
4359040092;Bus de la Regina - La Finestra;10.8341678;46.1373011;POINT (10.8341678 46.1373011)
4388840110;Coalo de la Taiarona;11.5618708;46.0154788;POINT (11.5618708 46.0154788)
4388840111;Coalo del Bracalgiòn;11.5618155;46.01512;POINT (11.5618155 46.01512)
4388840112;Coalo della polveriera;11.5784912;46.0201094;POINT (11.5784912 46.0201094)
4388840113;Coalo sotto il Pozzo della Singala;11.588089;46.0048385;POINT (11.588089 46.0048385)
4388840114;Cogolo dei Agnei;11.5576525;46.0240068;POINT (11.5576525 46.0240068)
4388840115;Covolo delle Balze;11.5850409;46.0053936;POINT (11.5850409 46.0053936)
4388840116;Crepa del Colon;11.560987;46.0201159;POINT (11.560987 46.0201159)
4388840117;Grotta dei Camosci;11.5896134;46.0095685;POINT (11.5896134 46.0095685)
4388840118;Grotta dei Due Ingressi;11.5854543;46.0056723;POINT (11.5854543 46.0056723)
4388840119;Grotta del Muschio;11.5854542;46.0053932;POINT (11.5854542 46.0053932)
4388840120;Grotta del Soffio;11.5944989;46.0063165;POINT (11.5944989 46.0063165)
4388840121;Grotta dell' Orso;11.5862591;46.0063111;POINT (11.5862591 46.0063111)
4388840122;Grotta della Bigonda;11.5809973;46.0181626;POINT (11.5809973 46.0181626)
4388840123;Grotta della Porta;11.5901815;46.0042871;POINT (11.5901815 46.0042871)
4388840124;Grotta delle Taie;11.5668209;46.0160877;POINT (11.5668209 46.0160877)
4388840125;Grotta dello Sbircio;11.5868494;46.0053976;POINT (11.5868494 46.0053976)
4388840126;Pozzo Nicola;11.579946;46.0056058;POINT (11.579946 46.0056058)
4388840127;Pozzo della Saetta;11.582591;46.0063131;POINT (11.582591 46.0063131)
4388840128;Pozzo della Singala;11.5879808;46.004733;POINT (11.5879808 46.004733)
4388842583;Pozzo delle Fratte;11.5552389;46.0653772;POINT (11.5552389 46.0653772)
4388861181;Grotta del Corvo;11.6171894;46.0088652;POINT (11.6171894 46.0088652)
4388861182;Grotta del Salto;11.6178003;46.0086712;POINT (11.6178003 46.0086712)
4388876644;Antro a SSE di Sant' Antonio;11.6150319;46.0934588;POINT (11.6150319 46.0934588)
4388876645;Buco del Fango;11.5926849;46.0801229;POINT (11.5926849 46.0801229)
4388876646;Grotta 1 delle sabbie;11.6212729;46.0792814;POINT (11.6212729 46.0792814)
4388876647;Grotta 2 delle sabbie;11.6211941;46.0792562;POINT (11.6211941 46.0792562)
4388876648;Grotta dell' Asenaro;11.6209918;46.0776146;POINT (11.6209918 46.0776146)
4388876649;Grotta di Gange;11.6136137;46.088176;POINT (11.6136137 46.088176)
4388876650;Grotta di Lissa;11.6298901;46.0752538;POINT (11.6298901 46.0752538)
4388881083;Bus de l' Acqua;11.6811786;46.087753;POINT (11.6811786 46.087753)
4388907858;Caverna 2 di Malga Valfontane;11.6684993;46.1048373;POINT (11.6684993 46.1048373)
4388907859;Caverna dei Pastori;11.6568324;46.0903937;POINT (11.6568324 46.0903937)
4388907860;Cavernetta sotto Pozzo Lares;11.6622601;46.0999517;POINT (11.6622601 46.0999517)
4388907861;Grotta a Est di Malga Valfontane;11.6684958;46.1048374;POINT (11.6684958 46.1048374)
4388907862;Grotta a Sud di Malga Zanca;11.6915587;46.1117755;POINT (11.6915587 46.1117755)
4388907863;Pozzo Lares;11.6622636;46.1000236;POINT (11.6622636 46.1000236)
4388907864;Pozzo del dragone;11.6654641;46.099319;POINT (11.6654641 46.099319)
4388907865;Sorgente di Malga Arpaco;11.6988921;46.1116924;POINT (11.6988921 46.1116924)
4388907866;Uvada;11.6613364;46.1065615;POINT (11.6613364 46.1065615)
4388960222;Caverna dei ciclopi;11.722501;46.1199366;POINT (11.722501 46.1199366)
4388960223;Caverna del fiume scomparso;11.7209719;46.1204231;POINT (11.7209719 46.1204231)
4388960224;Caverna sentinella 1;11.7227193;46.1204265;POINT (11.7227193 46.1204265)
4388960225;Caverna sentinella 2�;11.7227189;46.1204175;POINT (11.7227189 46.1204175)
4388960226;Caverna sentinella 3;11.722648;46.1202932;POINT (11.722648 46.1202932)
4388960227;Grotta 1 delle Pale Rosse;11.7263818;46.118584;POINT (11.7263818 46.118584)
4388960228;Grotta della Fosca;11.726276;46.1340042;POINT (11.726276 46.1340042)
4388960229;Grotta della Volpe;11.7268325;46.1339999;POINT (11.7268325 46.1339999)
4388960230;Grotticella alla Casera Spessa;11.6935898;46.1290196;POINT (11.6935898 46.1290196)
4388960231;Tana trifoglio;11.722432;46.1198483;POINT (11.722432 46.1198483)
4390660635;Covolo del Vento;11.6084148;46.0041255;POINT (11.6084148 46.0041255)
4390660636;Covolo della Tomba;11.6059965;46.004;POINT (11.6059965 46.004)
4390660637;Grotta 1 delle Beccarie;11.6077734;46.0047244;POINT (11.6077734 46.0047244)
4390660638;Grotta 2 delle Beccarie;11.6077737;46.0047243;POINT (11.6077737 46.0047243)
4390660639;Grotta dei Soeri;11.6115525;46.0073382;POINT (11.6115525 46.0073382)
4390677241;Grotta 1 dei Briganti;11.6015017;45.9923717;POINT (11.6015017 45.9923717)
4390677242;Grotta 2 dei Briganti;11.60155;45.9923382;POINT (11.60155 45.9923382)
4390677243;Pozzo Dogomale;11.5940213;46.0008889;POINT (11.5940213 46.0008889)
4390677244;Pozzo dei Caprioli;11.6097407;45.9995587;POINT (11.6097407 45.9995587)
4390677245;Pozzo dello sciamano;11.6055919;45.9981143;POINT (11.6055919 45.9981143)
4390691799;Buco del Pal;11.5909969;45.9873309;POINT (11.5909969 45.9873309)
4390691800;Pozzo Alessandro;11.5997844;45.9874651;POINT (11.5997844 45.9874651)
4390691801;Pozzo dei Cinque;11.586827;45.9906656;POINT (11.586827 45.9906656)
4390691802;Pozzo della Scura;11.5918221;45.9817768;POINT (11.5918221 45.9817768)
4390719332;Crepa della Barbana;11.5673776;46.0065038;POINT (11.5673776 46.0065038)
4390719333;Crepa della Catarinela;11.5671063;46.0070589;POINT (11.5671063 46.0070589)
4390719334;Occhio Destro Val delle Taie;11.5673772;46.0070528;POINT (11.5673772 46.0070528)
4390719335;Occhio Sinistro Val delle Taie;11.5673722;46.007053;POINT (11.5673722 46.007053)
4390719336;Sfesa del Sanguanelo;11.5679329;46.0065003;POINT (11.5679329 46.0065003)
4390719337;Tana dei Beatrichi;11.5665223;46.006721;POINT (11.5665223 46.006721)
4390749838;Buco del Baito;11.483212;46.001219;POINT (11.483212 46.001219)
4390749840;Busi della Lasta Rossa;11.4585208;46.0050564;POINT (11.4585208 46.0050564)
4390749841;Covolo della Val Fassinera;11.4559635;46.0073886;POINT (11.4559635 46.0073886)
4390749842;Pozzo I Baito Cuvolin;11.4803788;46.0011095;POINT (11.4803788 46.0011095)
4390749843;Pozzo II Baito Cuvolin;11.4799941;46.0011719;POINT (11.4799941 46.0011719)
4390749844;Pozzo III Baito Cuvolin;11.4819352;46.0003917;POINT (11.4819352 46.0003917)
4390749845;Pozzo IV Baito Cuvolin;11.4819328;46.0003377;POINT (11.4819328 46.0003377)
4390749846;Pozzo V Baito Cuvolin;11.4819299;46.0002748;POINT (11.4819299 46.0002748)
4390749847;Pozzo VI Baito Cuvolin;11.4818269;46.0031662;POINT (11.4818269 46.0031662)
4390749848;Pozzo VII Baito Cuvolin;11.4834825;46.0017801;POINT (11.4834825 46.0017801)
4390749849;Pozzo sotto Cima Undici;11.4835195;46.0043354;POINT (11.4835195 46.0043354)
4390794361;Risorgiva di Val Noana;11.8131647;46.1306614;POINT (11.8131647 46.1306614)
4411116124;Stoli;11.8038808;46.1557093;POINT (11.8038808 46.1557093)
4421811459;Silvia;10.8670037;46.1405666;POINT (10.8670037 46.1405666)
4441355180;Unnamed;11.3658131;46.0941841;POINT (11.3658131 46.0941841)
4470383224;Unnamed;11.5305277;46.0334487;POINT (11.5305277 46.0334487)
4470383225;Unnamed;11.5303976;46.0334519;POINT (11.5303976 46.0334519)
4470383935;Unnamed;11.5301924;46.033349;POINT (11.5301924 46.033349)
4470383992;Unnamed;11.5297302;46.0331249;POINT (11.5297302 46.0331249)
4470384055;Unnamed;11.5303766;46.0335613;POINT (11.5303766 46.0335613)
4470384090;Unnamed;11.5301072;46.0331496;POINT (11.5301072 46.0331496)
4471750581;Unnamed;10.5913193;45.8215102;POINT (10.5913193 45.8215102)
4475128376;Unnamed;11.5556284;46.1714363;POINT (11.5556284 46.1714363)
4497271515;Unnamed;11.5436406;46.0477314;POINT (11.5436406 46.0477314)
4497271520;Unnamed;11.5450533;46.047504;POINT (11.5450533 46.047504)
4497275372;Unnamed;11.543716;46.0467655;POINT (11.543716 46.0467655)
4497275373;Unnamed;11.5440679;46.0466872;POINT (11.5440679 46.0466872)
4497275395;Unnamed;11.5435051;46.047829;POINT (11.5435051 46.047829)
4511942363;Unnamed;11.5433177;46.0480393;POINT (11.5433177 46.0480393)
4511942371;Unnamed;11.5432295;46.0482667;POINT (11.5432295 46.0482667)
4533683487;Unnamed;11.5443931;46.0480812;POINT (11.5443931 46.0480812)
4533683488;Unnamed;11.5442629;46.0481074;POINT (11.5442629 46.0481074)
4533699889;Unnamed;11.5437052;46.0482709;POINT (11.5437052 46.0482709)
4533699890;Unnamed;11.5436217;46.0483023;POINT (11.5436217 46.0483023)
4572848621;Unnamed;11.4613693;46.2942139;POINT (11.4613693 46.2942139)
4581080408;Unnamed;11.4646177;46.0692247;POINT (11.4646177 46.0692247)
4581080409;Unnamed;11.4648176;46.0696216;POINT (11.4648176 46.0696216)
4685492856;Unnamed;11.5433149;46.0686241;POINT (11.5433149 46.0686241)
4695921996;Postazione Austriaca 1915/1918;11.2767013;46.1162799;POINT (11.2767013 46.1162799)
4933645339;Bus de la Giana;10.8691606;45.982417;POINT (10.8691606 45.982417)
4936444790;Coel dei Zenteneri;10.8532418;45.9437933;POINT (10.8532418 45.9437933)
4949251907;Unnamed;11.5528031;46.0632017;POINT (11.5528031 46.0632017)
4958841945;Unnamed;11.5099069;46.0384856;POINT (11.5099069 46.0384856)
4959579643;Unnamed;11.4997895;46.0407745;POINT (11.4997895 46.0407745)
4978058993;Unnamed;11.5484948;46.0528508;POINT (11.5484948 46.0528508)
4978058994;Unnamed;11.5484106;46.0528618;POINT (11.5484106 46.0528618)
4999329559;Unnamed;11.0956823;45.8277593;POINT (11.0956823 45.8277593)
5000242671;Bus del Giaz;11.0382825;46.148443;POINT (11.0382825 46.148443)
5009897097;Unnamed;11.5470972;46.0607225;POINT (11.5470972 46.0607225)
5009897098;Unnamed;11.5469527;46.0610269;POINT (11.5469527 46.0610269)
5033253746;Cave Medie;10.9063392;45.9332792;POINT (10.9063392 45.9332792)
5033253748;Cave Basse;10.9048171;45.9311013;POINT (10.9048171 45.9311013)
5047531805;Unnamed;11.1506027;45.7687919;POINT (11.1506027 45.7687919)
5057079816;Unnamed;10.7788412;45.8695738;POINT (10.7788412 45.8695738)
5155292855;Grotta di Ernesto;11.6563377;45.9781115;POINT (11.6563377 45.9781115)
5209584360;Unnamed;11.0682776;46.0212502;POINT (11.0682776 46.0212502)
5237738267;Unnamed;11.5009636;46.0985385;POINT (11.5009636 46.0985385)
5296198933;Unnamed;11.4967838;46.0814037;POINT (11.4967838 46.0814037)
5296198936;Unnamed;11.4969705;46.0825333;POINT (11.4969705 46.0825333)
5296198941;Unnamed;11.496752;46.0823694;POINT (11.496752 46.0823694)
5296243505;Unnamed;11.5230072;46.0315842;POINT (11.5230072 46.0315842)
5303024436;Unnamed;11.58677;46.0720134;POINT (11.58677 46.0720134)
5303024437;Unnamed;11.5870639;46.0728179;POINT (11.5870639 46.0728179)
5312638977;Unnamed;11.1126591;45.9523706;POINT (11.1126591 45.9523706)
5453802639;Unnamed;11.4823672;46.0335253;POINT (11.4823672 46.0335253)
5453802640;Unnamed;11.4826333;46.0333333;POINT (11.4826333 46.0333333)
5483449116;Unnamed;11.4824196;46.0334648;POINT (11.4824196 46.0334648)
5483449117;Unnamed;11.482467;46.0334369;POINT (11.482467 46.0334369)
5498419696;Unnamed;11.5167035;46.0358276;POINT (11.5167035 46.0358276)
5498419699;Unnamed;11.5201646;46.0373903;POINT (11.5201646 46.0373903)
5503819187;Unnamed;11.5147665;46.0374405;POINT (11.5147665 46.0374405)
5503819188;Unnamed;11.511304;46.0381563;POINT (11.511304 46.0381563)
5509362675;Sorgente Ferrugginosa;11.2764748;46.1300562;POINT (11.2764748 46.1300562)
5537655398;Unnamed;11.5500534;46.0613373;POINT (11.5500534 46.0613373)
5537655399;Unnamed;11.5493426;46.0610376;POINT (11.5493426 46.0610376)
5564912165;Unnamed;11.5689496;46.0620323;POINT (11.5689496 46.0620323)
5567355718;Unnamed;11.5856197;46.07265;POINT (11.5856197 46.07265)
5567355719;Unnamed;11.5855543;46.0726392;POINT (11.5855543 46.0726392)
5588831100;Unnamed;11.5885394;46.0436995;POINT (11.5885394 46.0436995)
5588832442;Unnamed;11.5815988;46.047092;POINT (11.5815988 46.047092)
5588832465;Unnamed;11.5826748;46.0638192;POINT (11.5826748 46.0638192)
5623282428;Madonnina della Luce;11.7549416;46.4249312;POINT (11.7549416 46.4249312)
5696997807;Unnamed;11.5000167;46.0406047;POINT (11.5000167 46.0406047)
5696997930;Unnamed;11.4995943;46.040746;POINT (11.4995943 46.040746)
5697243953;Bus de la stria;10.8765265;45.9241224;POINT (10.8765265 45.9241224)
5715639873;Unnamed;11.4915982;46.0430101;POINT (11.4915982 46.0430101)
5732005216;Unnamed;11.5478129;46.1793133;POINT (11.5478129 46.1793133)
5734608358;Unnamed;11.5043237;46.0391594;POINT (11.5043237 46.0391594)
5734608359;Unnamed;11.5043067;46.0391895;POINT (11.5043067 46.0391895)
5734610443;Unnamed;11.5040161;46.0392198;POINT (11.5040161 46.0392198)
5734610448;Unnamed;11.4992912;46.0442188;POINT (11.4992912 46.0442188)
5761420164;Unnamed;11.5125715;46.0407888;POINT (11.5125715 46.0407888)
5761420165;Unnamed;11.5125138;46.040807;POINT (11.5125138 46.040807)
5761420166;Unnamed;11.5121572;46.0405993;POINT (11.5121572 46.0405993)
5761420167;Unnamed;11.5120976;46.0405619;POINT (11.5120976 46.0405619)
5761420168;Unnamed;11.511922;46.0406086;POINT (11.511922 46.0406086)
5761420169;Unnamed;11.5133348;46.0400508;POINT (11.5133348 46.0400508)
5761420173;Unnamed;11.5135887;46.0398981;POINT (11.5135887 46.0398981)
5768819314;Unnamed;11.496967;46.0825347;POINT (11.496967 46.0825347)
5771750129;Bus dele Anguane;11.0783847;46.1765839;POINT (11.0783847 46.1765839)
5794210498;Covolo di Besagno;10.9668519;45.8389574;POINT (10.9668519 45.8389574)
5841777341;Unnamed;10.7831034;45.8432906;POINT (10.7831034 45.8432906)
5869475647;Unnamed;11.5983573;45.9872734;POINT (11.5983573 45.9872734)
5972375786;Galleria Monte Buso;11.168;45.81557;POINT (11.168 45.81557)
6126216279;Unnamed;11.5203465;46.0395368;POINT (11.5203465 46.0395368)
6221079112;Bus de le Anguane (Forra);10.9725664;46.0189124;POINT (10.9725664 46.0189124)
6432437061;Unnamed;11.3062798;45.9650268;POINT (11.3062798 45.9650268)
6512000478;Unnamed;10.7668328;45.8471693;POINT (10.7668328 45.8471693)
6516265324;Unnamed;11.5446353;46.048402;POINT (11.5446353 46.048402)
6516283335;Unnamed;11.5445854;46.0483853;POINT (11.5445854 46.0483853)
6533787406;Unnamed;11.548328;46.046723;POINT (11.548328 46.046723)
6534728632;Marmitta dei Giganti Piccola;10.8849189;45.8796628;POINT (10.8849189 45.8796628)
6534808101;Marmitta dei Giganti;10.8852769;45.8800633;POINT (10.8852769 45.8800633)
6534818165;Unnamed;10.8693824;45.8791966;POINT (10.8693824 45.8791966)
6549328741;Unnamed;11.4635199;46.069148;POINT (11.4635199 46.069148)
6562414496;Marmitta dei Giganti Granda;10.8848483;45.8795263;POINT (10.8848483 45.8795263)
6588140005;Busa dell'Adamo;11.0302588;45.8615592;POINT (11.0302588 45.8615592)
6590362714;Covel dei Mustedì;10.9604952;45.9880816;POINT (10.9604952 45.9880816)
6591081077;Caverna Strengiador;11.0137531;46.0340059;POINT (11.0137531 46.0340059)
6592783751;Busa de la Giana;10.8193853;45.9162427;POINT (10.8193853 45.9162427)
6609147120;Unnamed;11.546985;46.0474151;POINT (11.546985 46.0474151)
6655145962;Fori della Grande Guerra;10.6268564;46.3446618;POINT (10.6268564 46.3446618)
6672468735;Unnamed;10.9279483;45.8752973;POINT (10.9279483 45.8752973)
6672468739;Unnamed;10.932038;45.872849;POINT (10.932038 45.872849)
6672468740;Unnamed;10.9310402;45.8732842;POINT (10.9310402 45.8732842)
6744747993;Unnamed;10.6676198;45.8899756;POINT (10.6676198 45.8899756)
6787837814;Unnamed;11.0226249;45.7204444;POINT (11.0226249 45.7204444)
6816681989;Unnamed;10.9708781;45.8861297;POINT (10.9708781 45.8861297)
6920018364;Unnamed;11.5836605;46.0734096;POINT (11.5836605 46.0734096)
7056745272;Stoi;11.0818959;46.0750455;POINT (11.0818959 46.0750455)
7096396415;Unnamed;11.5495656;46.0542614;POINT (11.5495656 46.0542614)
7142808437;Crepa di Castel Corno;10.9907753;45.8877008;POINT (10.9907753 45.8877008)
7167018392;Stoi Bassi;11.152939;46.0941058;POINT (11.152939 46.0941058)
7253394677;Unnamed;11.1721517;45.8838808;POINT (11.1721517 45.8838808)
7253394678;Unnamed;11.1768582;45.8801809;POINT (11.1768582 45.8801809)
7399353900;Camerona;10.8169346;45.9654182;POINT (10.8169346 45.9654182)
7417988553;Unnamed;11.0351872;45.7607026;POINT (11.0351872 45.7607026)
7417988554;Unnamed;11.0353347;45.7606633;POINT (11.0353347 45.7606633)
7418048395;Unnamed;11.0399294;45.7638294;POINT (11.0399294 45.7638294)
7418048520;Unnamed;11.0511276;45.7590681;POINT (11.0511276 45.7590681)
7418048540;Unnamed;11.0496202;45.7596472;POINT (11.0496202 45.7596472)
7418048541;Unnamed;11.0526404;45.7576786;POINT (11.0526404 45.7576786)
