id;latitude;longitude;geometry;name;type;street;city;postcode;housenumber;cuisine;description;operator;website;phone;email
926736174;45.8849541;10.8397732;POINT (10.8397732 45.8849541);Hotel Centrale;hotel;Piazza Tre Novembre;Riva del Garda;;27;italian;;;;+39 0464 552344;
928985740;46.3773821;11.6627036;POINT (11.6627036 46.3773821);Catinaccio;hotel;;;;;;;;;;
931628346;46.174765;11.2229447;POINT (11.2229447 46.174765);Hotel al Caminetto;hotel;;;;;;;;;;
938775603;45.875178;10.8726262;POINT (10.8726262 45.875178);Mecki's apartments;guest_house;Via Giacomo Matteotti;Nago-Torbole;38069;114;;;;https://www.meckiapartments.it/;;info@meckisapartments.it
943372584;46.3651535;11.0354898;POINT (11.0354898 46.3651535);Hotel Cles;hotel;Piazza Navarrino;Cles;38023;7;;;;http://www.hotelcles.com/;+39 0463 421300;info@albergocles.com
944507665;46.2532203;11.8005878;POINT (11.8005878 46.2532203);Unnamed;caravan_site;;;;;;;;;;
946493040;46.1342502;11.2485664;POINT (11.2485664 46.1342502);Hotel Krone;hotel;;;;;;;;;;
949638303;46.3921636;11.666542;POINT (11.666542 46.3921636);Hotel Al Lago;hotel;Strada de Pont;Soraga di Fassa;38030;4;;;;https://www.hotelallago.it/;+39 0462 768127;info@hotelallago.it
949638307;46.3922536;11.6669736;POINT (11.6669736 46.3922536);de Fronz;hotel;Strada de Pont;Soraga di Fassa;38030;35;;;;https://www.hoteldefronz.it/;+39 0462 768222;info@hoteldefronz.it
955304894;46.0147921;11.1326205;POINT (11.1326205 46.0147921);Best Western Hotel Adige;hotel;Via Pomeranos;Mattarello;38123;10;;;;https://www.adigehotel.it/;+39 0461 944545;adige.tn@bestwestern.it
961476822;45.9060089;10.7278624;POINT (10.7278624 45.9060089);Ca' ai Volt;chalet;Via Ventisette Agosto;Ledro;38067;6;;;;https://www.valleledro.it/;;
963166943;46.0134537;11.2975927;POINT (11.2975927 46.0134537);Hotel Villa Regina;hotel;Viale Vittorio Emanuele;Levico Terme;38056;8;;;;;;
984409839;45.8656825;10.9618948;POINT (10.9618948 45.8656825);La Cort de Nona Rosa;guest_house;Via dei Mille;Nomesino;38065;8;;;;;+39 0464 917284;
1024986466;46.0578113;10.7510743;POINT (10.7510743 46.0578113);Albergo alle Alpi;hotel;Via Papa Giovanni Ventitreesimo;Tre Ville;38070;19;italian;;Roncaia di Paolo Simoni & C. snc;;+390465321289;albergoallealpi@alice.it
1097053451;46.2611971;10.5869187;POINT (10.5869187 46.2611971);Resident Top;hotel;;;;;;;;;;
1098424461;46.353426;10.9139433;POINT (10.9139433 46.353426);Hotel Sole;hotel;Via Guglielmo Marconi;Malé;38027;3;;;;http://www.trentinohotelsole.it;(+39) 0463 902936;info@trentinohotelsole.it
1100148745;46.2693771;11.0344652;POINT (11.0344652 46.2693771);Casa delle fate;guest_house;Via Castel La Santa;Termon;38010;4;;;;;;
1100566731;46.3074896;10.7381994;POINT (10.7381994 46.3074896);Il Maniero;hotel;;;;;;;;https://www.ilmanierovaldisole.it/;;
1101757998;46.1081538;11.3021408;POINT (11.3021408 46.1081538);Albergo Alpino;hotel;;;;;;;;;;
1103110831;46.2576619;11.0355935;POINT (11.0355935 46.2576619);Albergo Pezzi;hotel;;;;;;;;;;
1103418477;46.1298143;11.354238;POINT (11.354238 46.1298143);Rosa Alpina;hotel;;;;;;;;;;
1103418478;46.1172063;11.3632082;POINT (11.3632082 46.1172063);Malga Pletzn;guest_house;;;;;;;;;;
1127046857;46.1332471;10.9684542;POINT (10.9684542 46.1332471);Grand Hotel Molveno;hotel;Via Bettega;Molveno;38018;18;;;;http://www.grandhotelmolveno.it/;+39 0461 586934;info@grandhotelmolveno.it
1154395699;45.9085567;11.0405065;POINT (11.0405065 45.9085567);Sant'Ilario;hotel;;;;;;;;;;
1170533285;46.2150173;11.1196054;POINT (11.1196054 46.2150173);Hotel Caffè Centrale;hotel;;;;;;;;;;
1211111977;46.4175633;11.6768388;POINT (11.6768388 46.4175633);Majon Ladina;chalet;;;;;;;;http://www.majonladina.com;;
1211135256;46.418061;11.6774373;POINT (11.6774373 46.418061);Hotel Al Piccolo;hotel;Strada Neva;Vigo di Fassa;38039;70;;;;https://www.alpiccolohotel.it/;;info@alpiccolohotel.it
1212500269;46.3849889;11.7980503;POINT (11.7980503 46.3849889);Chalet Cima Uomo;alpine_hut;;;;;;;;;;
1228854091;46.4282491;11.6842344;POINT (11.6842344 46.4282491);Garni Roseal;hotel;Strada Dolomites;Pozza di Fassa;38036;62;;;;;;
1239897188;46.2618423;11.3366588;POINT (11.3366588 46.2618423);Hotel Dolomiti;hotel;;;;;;;;;;
1257220965;46.2929852;11.4562709;POINT (11.4562709 46.2929852);Albergo Ristorante Stella;hotel;;;;;;;;;;
1257221199;46.2925262;11.4587886;POINT (11.4587886 46.2925262);Hotel La Stua;hotel;Via Balderoni;;;2;italian;;;;+39 0462 340235;info@hotellastua.com
1286788720;46.2916887;11.4587684;POINT (11.4587684 46.2916887);Hotel Orso Grigio;hotel;;;;;;;;;;
1346728768;46.1679395;11.1145988;POINT (11.1145988 46.1679395);Hotel Moser;hotel;;;;;;;;;;
1358197806;45.8796684;10.8556627;POINT (10.8556627 45.8796684);Hotel Oasi;hotel;;;;;;;;;;
1358301426;45.9610089;11.2971803;POINT (11.2971803 45.9610089);Albergo Monterovere;hotel;;;;;;;;;;
